Id,Call Timestamp,Call-Centres City,Channel,City,Customer Name,Reason,Response Time,Sentiment,State,Call Duration In Minutes,Csat Score
RJX-64577527-T-872049-Um,03-10-2020,Chicago,Web,Los Angeles,Iver Stirman,Billing Question,Below SLA,Very Negative,California,28,3
MQQ-64429527-s-650647-w8,05-10-2020,Chicago,Web,Boston,Shellie Kline,Billing Question,Below SLA,Very Negative,Massachusetts,30,3
MXJ-62497420-y-920826-Cq,03-10-2020,Chicago,Web,Mansfield,Becka Trevena,Billing Question,Below SLA,Very Negative,Ohio,20,4
RGJ-67740090-Q-161699-jz,04-10-2020,Chicago,Web,Fullerton,Jaclin Cloney,Billing Question,Below SLA,Very Negative,California,26,4
CSL-16201328-9-116419-Zc,05-10-2020,Chicago,Web,Las Vegas,Fairleigh Kline,Billing Question,Below SLA,Very Negative,Nevada,42,4
DOQ-87904472-6-912311-3a,24-10-2020,Chicago,Web,Omaha,Jaquelyn Dohrmann,Billing Question,Below SLA,Very Negative,Nebraska,9,4
WKC-41829014-r-724213-su,27-10-2020,Chicago,Web,San Francisco,Mahala Shankster,Billing Question,Below SLA,Very Negative,California,32,4
OYP-41995011-V-557132-Ol,30-10-2020,Chicago,Web,Raleigh,Waring Oldacres,Billing Question,Below SLA,Very Negative,North Carolina,6,4
DTF-11966881-K-711310-wk,01-10-2020,Chicago,Web,Cedar Rapids,Linoel Rudolf,Billing Question,Below SLA,Very Positive,Iowa,12,
LMP-14744499-X-788205-Xs,06-10-2020,Chicago,Web,Montgomery,Georgeta Shilvock,Billing Question,Below SLA,Very Positive,Alabama,13,
RHI-76743847-X-190353-OX,07-10-2020,Chicago,Web,Rochester,Sissie Lob,Billing Question,Below SLA,Very Positive,New York,10,
TND-01658414-9-210439-DX,07-10-2020,Chicago,Web,Birmingham,Stavros Knibley,Billing Question,Below SLA,Very Positive,Alabama,37,
SUT-10435112-v-615139-9o,18-10-2020,Chicago,Web,Oxnard,Aldrich Birch,Billing Question,Below SLA,Very Positive,California,39,
RKM-36976757-J-365141-eO,23-10-2020,Chicago,Web,Santa Ana,Camille Brigman,Billing Question,Below SLA,Very Positive,California,27,
LZK-27176668-O-426044-kI,24-10-2020,Chicago,Web,Denver,Britt Clougher,Billing Question,Below SLA,Very Positive,Colorado,10,
OZD-74058617-b-046566-U6,27-10-2020,Chicago,Web,Evansville,Kevina Wigmore,Billing Question,Below SLA,Very Positive,Indiana,32,
ASW-51522955-f-618640-I8,29-10-2020,Chicago,Web,Waterbury,Alic Eddicott,Billing Question,Below SLA,Very Positive,Connecticut,20,
RTN-58722666-w-622982-GH,29-10-2020,Chicago,Web,Atlanta,Guglielmo Abramski,Billing Question,Below SLA,Very Positive,Georgia,26,
XHB-94680552-5-001002-LA,14-10-2020,Chicago,Web,Philadelphia,Dareen Scarffe,Billing Question,Below SLA,Very Positive,Pennsylvania,6,9
YTX-15086811-B-849721-v6,18-10-2020,Chicago,Web,Sacramento,Hyacinthie Canto,Billing Question,Below SLA,Very Positive,California,40,9
GPW-56324370-E-754823-ot,25-10-2020,Chicago,Web,Los Angeles,Portie Fransemai,Billing Question,Below SLA,Very Positive,California,26,10
GMJ-47868357-5-813105-cO,01-10-2020,Denver,Web,Omaha,Tallie Valentinuzzi,Billing Question,Below SLA,Negative,Nebraska,45,
COL-58814691-K-248541-GJ,02-10-2020,Denver,Web,Petaluma,Joni Nettles,Billing Question,Below SLA,Negative,California,29,
QRO-92608901-4-397541-DP,03-10-2020,Denver,Web,Sioux City,Ivar Bills,Billing Question,Below SLA,Negative,Iowa,40,
JAQ-09828867-6-046379-6Z,04-10-2020,Denver,Web,Metairie,Mignonne Jiranek,Billing Question,Below SLA,Negative,Louisiana,16,
MZR-03649415-g-859657-vk,05-10-2020,Denver,Web,Scottsdale,Dud Dallimare,Billing Question,Below SLA,Negative,Arizona,16,
FVL-42907069-4-756291-bI,05-10-2020,Denver,Web,Kansas City,Christabella Margetson,Billing Question,Below SLA,Negative,Missouri,44,
ANC-71220790-6-672465-wn,06-10-2020,Denver,Web,El Paso,Gilles Decker,Billing Question,Below SLA,Negative,Texas,44,
TWE-05360674-S-292400-HP,07-10-2020,Denver,Web,Bakersfield,Harley Coey,Billing Question,Below SLA,Negative,California,27,
UWQ-37653535-e-235633-7p,07-10-2020,Denver,Web,San Jose,Sandra Semorad,Billing Question,Below SLA,Negative,California,43,
XVH-65380419-b-948147-34,08-10-2020,Denver,Web,Springfield,Jacky Boyer,Billing Question,Below SLA,Negative,Ohio,10,
CWR-27134375-l-775825-ek,13-10-2020,Denver,Web,Orlando,Peria Courtese,Billing Question,Below SLA,Negative,Florida,21,
BSE-13799886-A-564878-A8,14-10-2020,Denver,Web,Toledo,Tammie Laurance,Billing Question,Below SLA,Negative,Ohio,22,
IXE-49617099-U-075150-Im,14-10-2020,Denver,Web,Clearwater,Starlene Rainard,Billing Question,Below SLA,Negative,Florida,26,
HZF-89926395-m-865223-ju,17-10-2020,Denver,Web,Syracuse,Jamesy Wyllie,Billing Question,Below SLA,Negative,New York,37,
BQT-59119480-8-779192-vN,23-10-2020,Denver,Web,East Saint Louis,Alwin Macci,Billing Question,Below SLA,Negative,Illinois,32,
APH-17441208-a-528744-d5,25-10-2020,Denver,Web,San Bernardino,Wyn Ancliff,Billing Question,Below SLA,Negative,California,25,
PXV-84078211-F-184065-yz,27-10-2020,Denver,Web,Raleigh,Pepita Peek,Billing Question,Below SLA,Negative,North Carolina,27,
HZQ-45755573-N-653038-i4,27-10-2020,Denver,Web,Sacramento,Aile Traynor,Billing Question,Below SLA,Negative,California,31,
KDW-84164780-w-756834-fs,25-10-2020,Denver,Web,Fargo,Feodor Pedler,Billing Question,Below SLA,Negative,North Dakota,23,3
JYE-19469187-W-732327-6r,27-10-2020,Denver,Web,Portland,Vida Cheson,Billing Question,Below SLA,Negative,Oregon,9,3
GIH-57565622-q-416709-EB,07-10-2020,Denver,Web,Johnstown,Rosmunda Balfour,Billing Question,Below SLA,Negative,Pennsylvania,42,4
HGW-45904087-p-333494-mV,27-10-2020,Denver,Web,Miami,Jabez Bugge,Billing Question,Below SLA,Negative,Florida,31,4
YRN-43786977-b-841593-a2,17-10-2020,Denver,Web,Washington,Aleda Horder,Billing Question,Below SLA,Negative,District of Columbia,35,5
DVT-13326675-O-498321-Yd,26-10-2020,Denver,Web,Saint Paul,Wilhelmine Warcup,Billing Question,Below SLA,Negative,Minnesota,33,5
IZX-46059920-J-996051-jH,28-10-2020,Denver,Web,Dayton,Maryjo Heatherington,Billing Question,Below SLA,Negative,Ohio,21,5
UGD-79194452-O-743350-iq,30-10-2020,Denver,Web,Baton Rouge,Arlen McGennis,Billing Question,Below SLA,Negative,Louisiana,38,5
KNW-62440330-X-450040-Jk,01-10-2020,Denver,Web,Shawnee Mission,Stephen Hedgeley,Billing Question,Below SLA,Negative,Kansas,9,6
SEH-84554580-A-339172-DQ,10-10-2020,Denver,Web,El Paso,Marissa Von Helmholtz,Billing Question,Below SLA,Negative,Texas,8,6
CJQ-12192049-Z-048122-7Z,11-10-2020,Denver,Web,Washington,Jourdan Rossant,Billing Question,Below SLA,Negative,District of Columbia,12,6
HIH-06219868-I-142427-vF,01-10-2020,Denver,Web,Tyler,Bronny Whitehall,Billing Question,Below SLA,Neutral,Texas,31,
SRO-89512691-j-902556-eU,01-10-2020,Denver,Web,Washington,Prent Torvey,Billing Question,Below SLA,Neutral,District of Columbia,39,
SRL-30327152-g-279384-EO,02-10-2020,Denver,Web,Toledo,Evelyn Myford,Billing Question,Below SLA,Neutral,Ohio,10,
PRM-30407799-x-955895-ar,02-10-2020,Denver,Web,Honolulu,Orelia Waber,Billing Question,Below SLA,Neutral,Hawaii,20,
LDC-46483826-u-157654-c5,04-10-2020,Denver,Web,Mobile,Jacinda Sandeford,Billing Question,Below SLA,Neutral,Alabama,17,
IWW-14384505-X-394983-30,12-10-2020,Denver,Web,Charlotte,Delainey Newlove,Billing Question,Below SLA,Neutral,North Carolina,7,
DCT-28145466-o-669383-7X,15-10-2020,Denver,Web,Atlanta,Ives Copo,Billing Question,Below SLA,Neutral,Georgia,28,
IXD-93426023-t-722359-pI,16-10-2020,Denver,Web,Laredo,Caritta Rickeard,Billing Question,Below SLA,Neutral,Texas,25,
GXK-15474775-s-287674-NY,16-10-2020,Denver,Web,Chattanooga,Essy Le Prevost,Billing Question,Below SLA,Neutral,Tennessee,26,
QFE-42546689-C-572156-HF,16-10-2020,Denver,Web,Tacoma,Tani Corley,Billing Question,Below SLA,Neutral,Washington,33,
PRM-30843122-c-229331-ny,17-10-2020,Denver,Web,Abilene,Catherine Sheard,Billing Question,Below SLA,Neutral,Texas,25,
JCN-51526595-b-179173-j9,19-10-2020,Denver,Web,Grand Rapids,Kaylee Asquez,Billing Question,Below SLA,Neutral,Michigan,8,
TKL-40832466-B-038536-6k,21-10-2020,Denver,Web,Atlanta,Pavlov Habbin,Billing Question,Below SLA,Neutral,Georgia,21,
SAA-78965255-C-604835-Qc,22-10-2020,Denver,Web,Miami,Zabrina Bearn,Billing Question,Below SLA,Neutral,Florida,5,
LXE-84375002-5-390465-fp,22-10-2020,Denver,Web,Little Rock,Carlina Breedy,Billing Question,Below SLA,Neutral,Arkansas,15,
UWQ-24708463-B-723405-mp,22-10-2020,Denver,Web,San Antonio,Conrado Kinneally,Billing Question,Below SLA,Neutral,Texas,42,
YFV-97350735-i-500681-lD,26-10-2020,Denver,Web,Kansas City,Hurleigh Sollowaye,Billing Question,Below SLA,Neutral,Missouri,19,
UJB-45037049-s-473885-dv,26-10-2020,Denver,Web,Portland,Hewitt Saurat,Billing Question,Below SLA,Neutral,Oregon,35,
SCP-22962118-j-916171-Ag,27-10-2020,Denver,Web,Sacramento,Fletcher Busch,Billing Question,Below SLA,Neutral,California,39,
UYZ-54337753-C-945271-7g,29-10-2020,Denver,Web,Los Angeles,Lana Stagge,Billing Question,Below SLA,Neutral,California,39,
UXD-88600725-C-743647-2C,30-10-2020,Denver,Web,Albuquerque,Monti Bardwell,Billing Question,Below SLA,Neutral,New Mexico,7,
IQR-06559259-v-159546-Kc,01-10-2020,Denver,Web,New York City,Kissiah Plant,Billing Question,Below SLA,Neutral,New York,24,5
LSG-36735798-f-288679-Oi,10-10-2020,Denver,Web,Santa Rosa,Willis Penhalewick,Billing Question,Below SLA,Neutral,California,28,5
OEJ-35385747-a-924530-e1,15-10-2020,Denver,Web,Colorado Springs,Marlo Martschke,Billing Question,Below SLA,Neutral,Colorado,11,5
TFL-22834054-B-461051-WX,18-10-2020,Denver,Web,Tampa,Val Boribal,Billing Question,Below SLA,Neutral,Florida,27,5
NMM-65294418-E-114832-kd,25-10-2020,Denver,Web,Pompano Beach,Editha Allot,Billing Question,Below SLA,Neutral,Florida,24,5
NOB-83154418-a-344292-v0,01-10-2020,Denver,Web,Minneapolis,Koral Shave,Billing Question,Below SLA,Neutral,Minnesota,11,6
QQR-94069465-R-586227-3e,08-10-2020,Denver,Web,Houston,Davine Karpeev,Billing Question,Below SLA,Neutral,Texas,20,6
EHN-81615871-U-087572-YB,09-10-2020,Denver,Web,Hampton,Catherine Zorzetti,Billing Question,Below SLA,Neutral,Virginia,41,6
DML-28279686-K-449632-k4,21-10-2020,Denver,Web,Tampa,Karina Ravenscroft,Billing Question,Below SLA,Neutral,Florida,18,6
PQE-63574093-h-070002-8V,30-10-2020,Denver,Web,El Paso,Merrie Lackmann,Billing Question,Below SLA,Neutral,Texas,16,6
MTF-02655660-V-259426-CI,06-10-2020,Denver,Web,Orlando,Bondon Stelfax,Billing Question,Below SLA,Neutral,Florida,9,7
RQM-76746711-6-305884-HN,03-10-2020,Denver,Web,Lafayette,Merlina De la Perrelle,Billing Question,Below SLA,Neutral,Louisiana,32,8
JEK-11513200-7-200436-wx,03-10-2020,Denver,Web,Alexandria,Miguela Biesty,Billing Question,Below SLA,Neutral,Virginia,33,8
MOD-87533577-v-503460-Ki,12-10-2020,Denver,Web,Decatur,Vinnie Germann,Billing Question,Below SLA,Neutral,Illinois,9,8
QOL-55476039-V-219118-2G,12-10-2020,Denver,Web,Houston,Gardner Fardy,Billing Question,Below SLA,Neutral,Texas,9,8
ZXO-65743814-U-336085-ol,15-10-2020,Denver,Web,Philadelphia,Cristy Roj,Billing Question,Below SLA,Neutral,Pennsylvania,23,8
LRQ-71480357-P-380477-I5,02-10-2020,Denver,Web,Birmingham,Candice Cottier,Billing Question,Below SLA,Positive,Alabama,10,
WZJ-54888815-G-265726-KG,02-10-2020,Denver,Web,Bozeman,Janith Grattage,Billing Question,Below SLA,Positive,Montana,16,
AVP-16709645-2-195355-p7,05-10-2020,Denver,Web,Portsmouth,Quinlan Karpychev,Billing Question,Below SLA,Positive,Virginia,12,
LGO-79075267-B-810939-xs,13-10-2020,Denver,Web,Los Angeles,Kerstin Panichelli,Billing Question,Below SLA,Positive,California,26,
GXY-50757330-K-064468-Be,15-10-2020,Denver,Web,Bloomington,Rochella Grinyakin,Billing Question,Below SLA,Positive,Illinois,43,
ITN-08139565-a-934925-t6,25-10-2020,Denver,Web,Springfield,Ada Porkiss,Billing Question,Below SLA,Positive,Massachusetts,16,
SEA-97653949-H-346245-LL,25-10-2020,Denver,Web,Maple Plain,Kiri O'Cahey,Billing Question,Below SLA,Positive,Minnesota,30,
EFM-04292969-c-417270-GG,26-10-2020,Denver,Web,Merrifield,Madison Krzyzowski,Billing Question,Below SLA,Positive,Virginia,45,
IAW-86882742-B-825571-f3,11-10-2020,Denver,Web,Boston,Cathlene Taverner,Billing Question,Below SLA,Positive,Massachusetts,15,7
MSE-32963452-W-218287-Ol,12-10-2020,Denver,Web,Des Moines,Remus Klamman,Billing Question,Below SLA,Positive,Iowa,16,7
JDV-35864143-I-141800-B7,30-10-2020,Denver,Web,Tulsa,Vin Delea,Billing Question,Below SLA,Positive,Oklahoma,17,7
LCT-02693589-h-890536-Fw,15-10-2020,Denver,Web,Seattle,Worthy Nellen,Billing Question,Below SLA,Positive,Washington,21,9
IET-02855408-G-715513-7s,19-10-2020,Denver,Web,Minneapolis,Delmor Bonus,Billing Question,Below SLA,Positive,Minnesota,30,9
BQD-00717705-S-331357-HR,03-10-2020,Denver,Web,New Orleans,Bibbye Harsent,Billing Question,Below SLA,Very Negative,Louisiana,13,
VQX-35388387-j-513071-sH,03-10-2020,Denver,Web,Columbia,Giacomo Toquet,Billing Question,Below SLA,Very Negative,South Carolina,16,
LRQ-21539499-1-125115-1t,04-10-2020,Denver,Web,Atlanta,Ludwig Lumm,Billing Question,Below SLA,Very Negative,Georgia,40,
COX-25002740-s-964841-uh,10-10-2020,Denver,Web,Louisville,Raymond Andrich,Billing Question,Below SLA,Very Negative,Kentucky,31,
GOO-77188070-n-184296-6b,13-10-2020,Denver,Web,Charlotte,Odelinda Whiteson,Billing Question,Below SLA,Very Negative,North Carolina,33,
SPN-49462626-J-883661-aC,20-10-2020,Denver,Web,Terre Haute,Nanny Pleager,Billing Question,Below SLA,Very Negative,Indiana,9,
PAM-82103308-b-919516-zQ,25-10-2020,Denver,Web,Reno,Aili O'Nions,Billing Question,Below SLA,Very Negative,Nevada,41,
OGO-64935293-c-938012-vz,26-10-2020,Denver,Web,Albuquerque,Jaime Stook,Billing Question,Below SLA,Very Negative,New Mexico,19,
PLY-30247669-X-221040-Zd,28-10-2020,Denver,Web,Savannah,Oberon Shropshire,Billing Question,Below SLA,Very Negative,Georgia,17,
UUV-88666303-I-664852-5C,29-10-2020,Denver,Web,Newark,Boony Behan,Billing Question,Below SLA,Very Negative,New Jersey,13,
AOK-67324463-B-870948-JH,04-10-2020,Denver,Web,Tampa,Jared Welberry,Billing Question,Below SLA,Very Negative,Florida,19,1
EIB-37027166-q-294159-z7,06-10-2020,Denver,Web,Corona,Efren Coase,Billing Question,Below SLA,Very Negative,California,16,1
QHO-59430538-r-087039-qU,09-10-2020,Denver,Web,Salt Lake City,Renaud Olifard,Billing Question,Below SLA,Very Negative,Utah,11,1
VMX-91576946-z-697296-Pa,23-10-2020,Denver,Web,Cumming,Jewel Disbrow,Billing Question,Below SLA,Very Negative,Georgia,36,2
EFK-41532815-N-008232-cQ,28-10-2020,Denver,Web,Fort Wayne,Marieann Haseldine,Billing Question,Below SLA,Very Negative,Indiana,39,2
DRH-83168283-g-845735-1R,23-10-2020,Denver,Web,New York City,Maryanne Birtonshaw,Billing Question,Below SLA,Very Negative,New York,30,3
RPM-38453884-i-907173-kP,02-10-2020,Denver,Web,Nashville,Stacia Marini,Billing Question,Below SLA,Very Negative,Tennessee,32,4
PFY-16828189-i-114708-Ul,06-10-2020,Denver,Web,Huntsville,Edmon Raisher,Billing Question,Below SLA,Very Negative,Texas,21,4
HZT-68936039-4-598229-2f,12-10-2020,Denver,Web,Indianapolis,Josefina Demko,Billing Question,Below SLA,Very Negative,Indiana,41,4
HAV-69504135-G-670672-Bw,13-10-2020,Denver,Web,Columbia,Alla Boays,Billing Question,Below SLA,Very Negative,South Carolina,30,4
WTP-49563998-R-256615-hc,03-10-2020,Denver,Web,Tulsa,Jedd Vizard,Billing Question,Below SLA,Very Positive,Oklahoma,21,
XJD-64453563-l-277575-DJ,08-10-2020,Denver,Web,Silver Spring,Wyatt Rockey,Billing Question,Below SLA,Very Positive,Maryland,9,
BVY-30297231-z-559957-SN,08-10-2020,Denver,Web,Beaufort,Hortensia Tramel,Billing Question,Below SLA,Very Positive,South Carolina,39,
CPZ-82663926-a-999160-bi,09-10-2020,Denver,Web,Columbus,Griffin Loveless,Billing Question,Below SLA,Very Positive,Ohio,40,
ZHQ-24144452-u-259239-Vj,11-10-2020,Denver,Web,Schenectady,Lammond Hymus,Billing Question,Below SLA,Very Positive,New York,10,
WDQ-72674123-c-726072-51,12-10-2020,Denver,Web,East Saint Louis,Elnore Dwelley,Billing Question,Below SLA,Very Positive,Illinois,16,
TWF-30025597-k-420958-mG,20-10-2020,Denver,Web,Jacksonville,Tann Cattroll,Billing Question,Below SLA,Very Positive,Florida,7,
JNY-56327876-L-013823-LS,25-10-2020,Denver,Web,Amarillo,Stinky Brouard,Billing Question,Below SLA,Very Positive,Texas,19,
JVB-33569769-Q-200893-My,27-10-2020,Denver,Web,Charlotte,Auroora Burry,Billing Question,Below SLA,Very Positive,North Carolina,12,
WDY-84310457-I-157530-R0,02-10-2020,Denver,Web,Hollywood,Cindelyn Ivanin,Billing Question,Below SLA,Very Positive,Florida,23,9
ISA-49668916-1-318471-zq,04-10-2020,Denver,Web,Washington,Lyndell Allin,Billing Question,Below SLA,Very Positive,District of Columbia,17,9
FDR-71408491-x-464158-Gk,27-10-2020,Denver,Web,Chicago,Kelley Curado,Billing Question,Below SLA,Very Positive,Illinois,19,9
FYS-37900582-t-764609-bd,10-10-2020,Denver,Web,Baton Rouge,Mil Girling,Billing Question,Below SLA,Very Positive,Louisiana,30,10
OQI-98132734-n-575118-18,22-10-2020,Denver,Web,Jackson,Dorelia Simenon,Billing Question,Below SLA,Very Positive,Mississippi,30,10
FVP-19203030-g-886054-tT,25-10-2020,Denver,Web,Shreveport,Tove Di Boldi,Billing Question,Below SLA,Very Positive,Louisiana,33,10
IQV-35794468-S-791469-eU,29-10-2020,Denver,Web,Charleston,Augusta Kyme,Billing Question,Below SLA,Very Positive,South Carolina,30,10
FCC-41838264-S-027266-1E,01-10-2020,Los Angeles,Web,Dulles,Humfried Pottinger,Billing Question,Below SLA,Negative,Virginia,15,
QCK-85639300-S-544342-OM,02-10-2020,Los Angeles,Web,Schaumburg,Waylin Fearey,Billing Question,Below SLA,Negative,Illinois,11,
UXK-72484653-H-018052-VU,02-10-2020,Los Angeles,Web,Harrisburg,Barn O'Feeny,Billing Question,Below SLA,Negative,Pennsylvania,15,
ENS-46378252-p-884669-nR,02-10-2020,Los Angeles,Web,Wilmington,Aylmar Smedmoor,Billing Question,Below SLA,Negative,North Carolina,37,
EBS-59303841-l-798443-Jo,02-10-2020,Los Angeles,Web,Huntsville,Ebeneser Rispen,Billing Question,Below SLA,Negative,Alabama,45,
UIG-19359692-M-934425-rZ,03-10-2020,Los Angeles,Web,Philadelphia,Blinnie Scamal,Billing Question,Below SLA,Negative,Pennsylvania,9,
GXY-85501836-f-804217-JW,03-10-2020,Los Angeles,Web,Seattle,Rachel McMurray,Billing Question,Below SLA,Negative,Washington,13,
QBI-80465765-L-280592-Il,03-10-2020,Los Angeles,Web,Daytona Beach,Cary Innes,Billing Question,Below SLA,Negative,Florida,18,
FGN-11932027-6-124293-VH,03-10-2020,Los Angeles,Web,Washington,Julina Fearns,Billing Question,Below SLA,Negative,District of Columbia,24,
SCO-31793288-T-041304-Xq,03-10-2020,Los Angeles,Web,Henderson,Lucy Leighton,Billing Question,Below SLA,Negative,Nevada,24,
MVF-65642317-h-695480-ZX,03-10-2020,Los Angeles,Web,San Francisco,Herminia Mawby,Billing Question,Below SLA,Negative,California,33,
OEW-57345868-1-634961-gI,03-10-2020,Los Angeles,Web,Reno,Vinny McGavin,Billing Question,Below SLA,Negative,Nevada,39,
SPF-50998348-h-485601-eg,04-10-2020,Los Angeles,Web,Atlanta,Wakefield Gabel,Billing Question,Below SLA,Negative,Georgia,15,
DCJ-88477736-2-809292-uw,04-10-2020,Los Angeles,Web,Florence,Shirleen Shingfield,Billing Question,Below SLA,Negative,South Carolina,20,
ZKE-96201135-Y-926220-hM,04-10-2020,Los Angeles,Web,Tacoma,Eustace Tipens,Billing Question,Below SLA,Negative,Washington,22,
ZMV-50429909-v-340878-6z,04-10-2020,Los Angeles,Web,San Diego,Beale Pablos,Billing Question,Below SLA,Negative,California,28,
FBU-86891149-3-995321-rl,04-10-2020,Los Angeles,Web,Boston,Pascale Nickoles,Billing Question,Below SLA,Negative,Massachusetts,36,
UEH-89257522-Y-215697-Wl,05-10-2020,Los Angeles,Web,Atlanta,Lucita Brandts,Billing Question,Below SLA,Negative,Georgia,8,
CXU-11167122-X-840547-MR,05-10-2020,Los Angeles,Web,Fairbanks,Betteanne Burgiss,Billing Question,Below SLA,Negative,Alaska,13,
INK-19731383-o-134545-Wz,05-10-2020,Los Angeles,Web,Virginia Beach,Enriqueta Jeger,Billing Question,Below SLA,Negative,Virginia,21,
FKS-10451101-Q-737754-Un,05-10-2020,Los Angeles,Web,Ocala,Claudetta Viger,Billing Question,Below SLA,Negative,Florida,44,
FST-09190720-w-976246-xv,06-10-2020,Los Angeles,Web,Lancaster,Thorstein McMurrugh,Billing Question,Below SLA,Negative,Pennsylvania,25,
TKB-55937866-s-838620-sv,06-10-2020,Los Angeles,Web,Honolulu,Carma Bettam,Billing Question,Below SLA,Negative,Hawaii,29,
XAH-11453244-Z-572201-ho,06-10-2020,Los Angeles,Web,Sacramento,Dannel Cecil,Billing Question,Below SLA,Negative,California,33,
WNZ-57239293-Y-397083-Yv,06-10-2020,Los Angeles,Web,New York City,Justen Polo,Billing Question,Below SLA,Negative,New York,37,
CSI-03970390-u-323546-gx,07-10-2020,Los Angeles,Web,Pasadena,Allister Bausor,Billing Question,Below SLA,Negative,California,11,
TBL-56946344-h-553717-LP,07-10-2020,Los Angeles,Web,Fort Lauderdale,Dorolice Suddaby,Billing Question,Below SLA,Negative,Florida,12,
OSC-03326396-5-498513-oF,07-10-2020,Los Angeles,Web,Colorado Springs,Aurlie McGrey,Billing Question,Below SLA,Negative,Colorado,17,
ODI-57051130-v-016624-yY,07-10-2020,Los Angeles,Web,Tulsa,Moria Bugdale,Billing Question,Below SLA,Negative,Oklahoma,21,
OVY-45975239-H-979536-WA,07-10-2020,Los Angeles,Web,New Orleans,Brent Harling,Billing Question,Below SLA,Negative,Louisiana,25,
ZQO-62977815-1-284420-qw,07-10-2020,Los Angeles,Web,Saint Louis,Myron Hoble,Billing Question,Below SLA,Negative,Missouri,40,
VYJ-66659488-e-878888-BU,07-10-2020,Los Angeles,Web,Eugene,Hollie O'Quin,Billing Question,Below SLA,Negative,Oregon,40,
GHD-60092207-a-305770-Gu,08-10-2020,Los Angeles,Web,Boca Raton,Carina Kittles,Billing Question,Below SLA,Negative,Florida,25,
EHK-92379430-7-051611-dK,08-10-2020,Los Angeles,Web,Charlotte,Celeste Barkhouse,Billing Question,Below SLA,Negative,North Carolina,27,
DOP-87192619-Y-017353-7g,08-10-2020,Los Angeles,Web,Pittsburgh,Glynis Gallop,Billing Question,Below SLA,Negative,Pennsylvania,38,
WQN-37397507-f-804260-pB,09-10-2020,Los Angeles,Web,Roanoke,Maybelle Kivelhan,Billing Question,Below SLA,Negative,Virginia,10,
KZB-98601157-q-883754-0P,09-10-2020,Los Angeles,Web,Salt Lake City,Bryant Calyton,Billing Question,Below SLA,Negative,Utah,19,
LWM-13532802-g-199417-KF,09-10-2020,Los Angeles,Web,Beaumont,West Grinaway,Billing Question,Below SLA,Negative,Texas,42,
OKQ-27683681-6-966940-nD,10-10-2020,Los Angeles,Web,New York City,Maurizio Tunniclisse,Billing Question,Below SLA,Negative,New York,8,
KVL-10012801-E-445623-Uj,10-10-2020,Los Angeles,Web,Kansas City,Pauli Biddlestone,Billing Question,Below SLA,Negative,Missouri,22,
KBX-97035066-J-705498-sw,10-10-2020,Los Angeles,Web,Fresno,Blayne Buller,Billing Question,Below SLA,Negative,California,33,
EBG-17336700-3-577985-hu,10-10-2020,Los Angeles,Web,Texarkana,Jannelle Arnaudet,Billing Question,Below SLA,Negative,Texas,38,
XDH-27421775-0-008303-hm,10-10-2020,Los Angeles,Web,Albany,Brose Wiszniewski,Billing Question,Below SLA,Negative,New York,40,
QOZ-09344748-V-537992-lG,11-10-2020,Los Angeles,Web,Racine,Hamish Baddiley,Billing Question,Below SLA,Negative,Wisconsin,6,
MWS-99776038-O-106499-D6,11-10-2020,Los Angeles,Web,Tempe,Carlita Heffy,Billing Question,Below SLA,Negative,Arizona,13,
ANM-95130406-x-627790-3s,11-10-2020,Los Angeles,Web,New York City,Shirley Ferrero,Billing Question,Below SLA,Negative,New York,19,
FXA-55735650-i-727345-1s,11-10-2020,Los Angeles,Web,Chicago,Reinhold Fleis,Billing Question,Below SLA,Negative,Illinois,22,
WXN-51277394-G-224873-pl,11-10-2020,Los Angeles,Web,San Jose,Ianthe Mc Grath,Billing Question,Below SLA,Negative,California,24,
GUR-03242093-u-282315-lf,11-10-2020,Los Angeles,Web,Springfield,Shirleen Colecrough,Billing Question,Below SLA,Negative,Massachusetts,28,
LVJ-61025476-J-802647-o1,11-10-2020,Los Angeles,Web,Fairbanks,Jasmina Searson,Billing Question,Below SLA,Negative,Alaska,34,
ETZ-64305519-0-567736-JF,12-10-2020,Los Angeles,Web,Naples,Valenka Bunyard,Billing Question,Below SLA,Negative,Florida,7,
QXE-10722411-f-349624-IM,12-10-2020,Los Angeles,Web,Loretto,Hattie Neiland,Billing Question,Below SLA,Negative,Minnesota,11,
TKB-45681573-j-765317-Jk,12-10-2020,Los Angeles,Web,Akron,Eal Ebbing,Billing Question,Below SLA,Negative,Ohio,11,
VTG-81403187-5-811318-Sd,12-10-2020,Los Angeles,Web,Chicago,Ame Leighfield,Billing Question,Below SLA,Negative,Illinois,26,
ASY-66697216-u-463368-XL,12-10-2020,Los Angeles,Web,Jackson,Loutitia Bernocchi,Billing Question,Below SLA,Negative,Mississippi,40,
ZYQ-62088357-Q-556662-XX,12-10-2020,Los Angeles,Web,Kansas City,Katherine Oldfield-Cherry,Billing Question,Below SLA,Negative,Missouri,41,
WNH-42844863-9-445791-fP,13-10-2020,Los Angeles,Web,Young America,Constancy Pond-Jones,Billing Question,Below SLA,Negative,Minnesota,39,
ZWC-50555460-Z-536792-JC,13-10-2020,Los Angeles,Web,Minneapolis,Hayley Tolussi,Billing Question,Below SLA,Negative,Minnesota,40,
